"","Age","Gender","Education","Nscore","Escore","Oscore","Ascore","Cscore","Impulsive","SS","Alcohol","Amphet","Amyl","Benzos","Caff","Cannabis","Choc","Coke","Crack","Ecstasy","Heroin","Ketamine","Legalh","LSD","Meth","Mushrooms","Nicotine","VSA","CountryAustralia","CountryCanada","CountryNew Zealand","CountryOther","CountryRepublic of Ireland","CountryUK","CountryUSA","EthnicityAsian","EthnicityBlack","EthnicityMixed-Black/Asian","EthnicityMixed-White/Black","EthnicityNot Provided","EthnicityWhite"
"934",1,0,6,2.28554,-0.69509,0.29338,0.13136,-0.78155,0.52975,0.7654,4,0,0,0,6,5,6,2,0,5,0,0,3,4,2,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"935",1,1,7,0.41667,1.2861,1.06238,-0.01729,-0.40581,0.52975,0.07987,3,5,2,5,5,5,6,3,0,5,0,3,5,5,2,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"936",1,1,6,-0.05188,0.32197,0.58331,0.59042,-0.89891,0.88113,1.2247,6,0,0,0,5,6,4,4,0,4,0,3,3,3,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"937",1,0,8,0.31287,0.32197,-0.01928,-0.60633,0.7583,-0.71126,0.40148,5,0,2,0,5,6,6,3,0,3,0,3,3,3,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"938",1,1,6,0.41667,-0.43999,1.06238,-1.47955,-0.14277,-0.21712,0.7654,6,0,0,0,3,4,4,0,0,0,0,0,4,4,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"939",2,0,5,0.91093,1.2861,1.06238,-0.76096,1.46191,0.19268,0.40148,5,3,4,0,5,5,5,2,0,2,0,0,3,4,2,3,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"940",2,1,7,-0.46725,2.32338,2.44904,1.2861,1.30612,-0.21712,0.40148,4,2,0,3,5,6,4,4,2,5,0,5,4,6,0,6,6,2,0,0,0,0,0,0,1,0,0,0,0,1,0
"941",1,0,6,1.60383,-0.80615,0.58331,0.43852,-1.13788,0.88113,0.7654,3,3,0,6,6,6,6,6,0,2,4,0,0,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"942",2,0,9,1.02119,-0.30033,0.44585,0.76096,-1.25773,1.29221,0.7654,3,2,0,6,6,3,6,2,2,3,3,0,0,2,3,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"943",1,0,6,-0.34799,-1.09207,-0.58331,1.45039,-0.89891,-0.71126,-1.54858,4,0,0,0,6,6,6,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"944",1,1,5,-0.67825,-0.30033,-1.11902,-0.76096,-1.5184,0.88113,-0.21575,4,6,0,3,6,6,4,3,0,6,0,0,3,4,3,4,5,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"945",2,1,7,2.127,-1.37639,0.14143,-0.30172,-1.64101,1.29221,-0.21575,6,2,3,6,6,3,5,0,0,2,0,3,3,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"946",2,0,5,0.41667,0.00332,-2.39883,-0.30172,0.7583,-1.37983,-2.07848,2,2,0,5,6,2,5,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"947",3,1,7,1.60383,-1.7625,-0.01928,0.13136,-1.5184,0.88113,-0.52593,5,1,0,1,6,3,6,1,0,4,0,0,4,1,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"948",1,0,8,0.62967,0.00332,0.44585,-0.45321,-0.65253,-0.21712,0.40148,6,2,0,3,6,4,6,2,0,3,2,2,3,6,0,4,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1
"949",1,0,6,-1.1943,0.32197,1.88511,0.59042,-0.14277,2.90161,1.92173,3,3,0,0,4,6,5,3,0,3,0,0,3,3,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"950",1,1,6,0.41667,0.16767,0.29338,-0.30172,-0.27607,1.86203,0.7654,5,5,0,3,5,6,4,3,0,5,0,3,3,5,3,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"951",2,0,8,1.02119,-0.94779,-0.01928,-0.30172,-1.64101,0.52975,0.7654,5,0,0,0,6,3,5,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"952",1,1,6,1.37297,-0.80615,-0.31776,-0.15487,-0.78155,-0.71126,-1.18084,0,0,0,0,5,3,4,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"953",1,1,7,1.8399,-0.57545,-0.01928,-1.47955,-2.90161,1.86203,1.2247,4,5,2,4,5,6,5,4,2,3,4,0,3,0,4,2,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"954",4,1,8,-1.1943,-0.57545,-0.58331,0.13136,0.41594,-0.71126,-0.84637,5,6,1,2,6,3,0,1,1,0,1,0,5,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"955",3,1,7,-1.43907,-0.30033,0.14143,1.2861,1.30612,-0.71126,-1.18084,6,0,5,0,6,6,6,3,0,6,0,6,3,1,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"956",1,1,6,-0.24649,1.58487,-0.01928,-1.21213,2.04506,-0.21712,0.7654,5,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"957",1,0,8,0.04257,0.16767,1.43533,1.11406,-0.65253,0.52975,-0.52593,5,0,0,1,6,0,6,0,0,0,0,0,0,0,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"958",4,0,6,-0.05188,-0.69509,0.7233,2.03972,-0.40581,-0.21712,-0.21575,5,6,0,1,6,5,4,1,1,2,1,0,0,1,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"959",1,1,7,0.31287,0.96248,1.06238,0.28783,-0.27607,1.86203,1.92173,5,3,5,0,5,4,6,3,0,5,0,4,3,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"960",2,1,6,-0.34799,0.32197,1.88511,0.76096,-1.13788,0.88113,0.40148,5,3,0,5,6,2,5,3,3,0,5,0,0,2,3,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"961",3,1,6,0.62967,-1.92173,-0.01928,0.13136,-0.00665,0.19268,1.2247,5,3,2,5,6,6,5,3,5,4,6,0,0,2,5,3,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"962",1,1,6,-0.92104,1.2861,-0.45174,0.76096,0.25953,-0.21712,0.40148,5,3,0,0,6,6,6,0,0,4,0,0,3,5,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"963",2,0,9,-1.1943,0.00332,0.7233,0.43852,-0.27607,0.19268,0.40148,5,1,0,3,6,6,6,2,2,3,0,0,2,0,5,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"964",1,1,9,-0.92104,1.11406,-0.01928,0.28783,0.41594,0.19268,1.2247,5,2,3,4,6,6,4,4,0,5,0,3,3,2,0,2,6,3,0,0,0,0,0,1,0,0,0,0,0,0,1
"965",1,0,6,-0.58016,0.32197,0.58331,1.11406,0.25953,-0.71126,-0.52593,4,3,1,0,6,4,5,0,0,0,0,0,3,0,1,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"966",1,0,6,-0.24649,0.16767,1.88511,1.45039,-0.40581,1.29221,1.2247,5,0,0,2,6,5,6,2,0,3,0,0,2,3,0,5,5,3,0,0,0,0,0,0,1,0,0,0,0,0,1
"967",1,1,6,-1.55078,1.2861,1.06238,-1.47955,0.93949,-0.21712,0.7654,6,0,0,0,3,5,3,3,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"968",5,1,10,-1.86962,1.2861,0.58331,1.11406,0.7583,0.52975,0.07987,6,1,1,1,6,3,6,1,0,0,1,0,1,1,3,3,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"969",3,0,8,0.22393,0.00332,-0.17779,-0.60633,-0.52745,0.88113,0.7654,5,1,0,0,4,6,5,4,0,4,0,3,5,5,0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"970",2,1,6,0.41667,-1.6334,0.58331,-1.07533,0.93949,-0.21712,0.40148,6,4,0,0,6,6,4,3,0,4,0,3,4,4,0,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"971",1,1,6,1.49158,-1.23177,-1.11902,0.13136,-0.52745,-0.71126,0.40148,6,0,0,2,6,4,4,4,0,4,0,3,0,3,3,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"972",1,1,6,-1.86962,2.127,1.24033,1.45039,0.58489,-0.71126,1.92173,6,2,0,0,6,6,5,0,0,3,0,0,3,3,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"973",1,1,6,1.23461,0.00332,1.06238,-1.21213,-0.78155,0.52975,1.92173,5,0,0,0,2,6,4,0,0,3,0,0,2,3,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"974",6,1,9,-2.21844,0.00332,0.58331,0.76096,0.7583,0.52975,-0.52593,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"975",1,1,6,-0.58016,1.11406,0.7233,0.59042,-0.00665,-0.21712,-0.52593,0,2,0,3,6,6,6,0,0,3,0,0,6,0,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"976",3,0,9,-0.58016,1.45421,-1.27553,1.61108,-0.40581,1.29221,1.2247,5,4,2,2,6,3,6,5,0,5,0,0,2,3,0,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"977",4,0,6,1.23461,-1.09207,-0.45174,-0.15487,0.7583,-0.71126,-0.21575,6,1,1,4,6,6,6,3,2,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"978",2,0,10,0.62967,0.16767,0.7233,-0.60633,-0.27607,-0.71126,-0.84637,4,1,2,2,5,6,6,2,1,3,0,1,2,1,1,2,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"979",1,1,6,0.41667,-0.15487,0.14143,-0.76096,0.41594,-0.21712,0.07987,4,0,0,4,4,6,5,5,3,3,0,0,0,3,5,3,6,3,0,0,0,1,0,0,0,0,0,0,0,0,1
"980",1,1,6,1.02119,1.11406,-1.11902,-0.91699,-1.0145,0.88113,1.2247,6,6,3,4,6,5,6,6,0,4,0,0,6,0,6,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"981",2,0,8,0.62967,-0.15487,1.88511,-1.772,1.13407,0.52975,1.2247,5,1,0,6,6,5,6,3,3,0,3,1,0,1,6,1,6,4,0,0,0,0,0,0,1,0,0,0,0,0,1
"982",1,1,6,-0.14882,-0.15487,1.24033,0.94156,-0.14277,0.88113,1.92173,6,3,0,3,6,6,5,2,0,3,0,0,2,4,5,3,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"983",1,1,6,-0.14882,0.32197,1.24033,-0.45321,-0.89891,0.52975,1.2247,5,3,3,0,6,6,4,3,0,4,0,0,2,0,0,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"984",1,1,7,0.73545,-0.80615,-0.71727,-0.45321,0.25953,0.88113,0.07987,5,6,0,6,6,6,3,3,0,3,6,0,2,4,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"985",2,1,6,1.72012,0.63779,0.44585,-1.34289,-2.18109,1.29221,1.2247,4,0,0,4,6,6,4,2,2,3,0,0,3,2,4,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"986",1,1,6,1.02119,-1.50796,0.44585,-0.01729,-0.89891,-0.71126,0.07987,4,3,0,6,5,6,6,5,0,6,0,0,3,0,4,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"987",2,1,8,-0.79151,0.00332,0.14143,-1.07533,-0.27607,1.29221,1.2247,5,6,0,4,6,4,4,3,5,3,2,1,3,1,5,1,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"988",1,1,6,1.72012,-0.57545,1.65653,0.13136,-0.40581,0.88113,1.2247,6,4,2,6,6,6,5,4,3,2,6,0,3,0,4,2,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"989",1,1,6,0.31287,1.74091,0.29338,-0.76096,-1.78169,1.86203,1.92173,5,4,5,3,6,6,6,3,0,4,0,0,5,0,4,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"990",5,1,7,-0.79151,0.32197,0.58331,0.13136,-0.00665,-0.21712,-0.21575,3,1,0,2,6,4,5,3,0,1,1,0,0,1,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"991",2,1,8,-1.1943,0.80523,1.43533,2.23427,1.13407,-0.21712,0.40148,5,2,2,2,6,5,5,3,0,3,0,2,3,3,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"992",1,1,6,0.52135,0.80523,0.7233,0.94156,-0.78155,0.52975,1.2247,5,5,0,3,6,6,6,3,2,2,2,0,4,2,2,3,6,3,0,0,0,0,0,0,1,0,0,0,0,0,1
"993",1,1,9,-0.79151,-0.30033,-0.31776,-0.91699,-0.14277,0.52975,0.7654,5,0,0,4,4,6,5,0,0,4,0,4,4,3,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"994",1,1,9,-0.79151,0.96248,-0.45174,0.43852,0.7583,0.88113,0.7654,5,2,2,4,5,4,4,4,0,3,0,3,3,2,0,2,5,5,0,0,0,0,0,1,0,0,0,0,0,0,1
"995",2,1,9,1.13281,-0.30033,0.88309,-0.60633,0.93949,-0.21712,0.07987,6,0,2,5,6,2,6,2,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"996",2,0,10,-1.05308,0.80523,-0.31776,-0.15487,0.93949,-0.21712,-0.52593,3,6,0,0,6,6,6,0,0,3,0,0,2,2,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"997",1,1,6,-0.67825,0.47617,-0.17779,0.13136,1.46191,-0.71126,-1.18084,4,3,3,2,5,3,3,3,0,3,4,3,3,3,2,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"998",1,1,1,1.23461,-1.09207,-0.31776,-0.15487,-0.65253,1.29221,0.7654,5,0,3,0,6,4,5,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"999",1,1,6,-0.05188,0.96248,-1.27553,-2.35413,-0.89891,1.29221,1.92173,5,6,1,5,5,6,4,3,0,3,4,0,6,2,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1000",4,0,6,-0.34799,0.16767,0.14143,0.43852,0.7583,-1.37983,-1.18084,4,1,0,1,6,6,6,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1001",1,1,6,2.127,-1.7625,-0.31776,-1.47955,0.25953,-1.37983,-0.52593,3,0,0,0,6,4,5,0,0,0,0,0,0,5,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1002",1,1,5,1.8399,-2.21069,-1.11902,-0.45321,-3.46436,-0.21712,-1.18084,5,0,0,3,6,6,2,0,0,0,0,4,3,0,3,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1
"1003",1,1,5,0.82562,-1.50796,-1.82919,-0.01729,-1.64101,1.29221,1.2247,5,3,0,6,6,5,4,0,3,0,0,0,6,0,4,0,6,4,0,0,0,0,0,0,1,0,0,0,1,0,0
"1004",1,0,5,1.8399,-0.94779,0.88309,0.13136,-0.89891,-0.71126,-0.52593,3,0,0,0,4,0,6,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1
"1005",1,1,6,-0.05188,0.16767,1.65653,0.94156,-0.00665,0.19268,0.40148,4,0,0,0,4,4,5,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1006",4,1,9,0.62967,-1.23177,-0.58331,-0.45321,-1.13788,-0.21712,-0.21575,6,6,2,2,4,3,6,1,0,1,0,0,3,2,0,2,6,3,0,0,0,1,0,0,0,0,0,0,0,0,1
"1007",1,0,5,1.23461,0.96248,0.44585,-0.30172,-0.27607,0.52975,0.40148,5,6,0,4,4,3,3,0,0,4,0,5,5,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1008",4,1,8,-0.67825,0.00332,-0.01928,-0.01729,0.41594,-2.55524,-0.52593,6,0,1,3,4,3,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1009",1,0,6,-0.58016,1.45421,1.88511,1.2861,-0.78155,0.19268,1.92173,6,0,0,3,6,6,6,2,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1010",2,1,6,1.8399,-1.23177,0.44585,-0.76096,-1.38502,0.19268,-1.18084,6,6,0,6,5,4,5,3,3,0,2,0,6,2,6,2,6,4,0,0,0,0,0,0,1,0,0,0,0,0,1
"1011",1,1,6,0.62967,0.32197,0.14143,0.13136,-0.14277,0.19268,0.7654,5,4,0,6,6,5,6,3,0,3,0,4,3,3,3,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1012",2,1,6,-0.79151,2.127,0.88309,0.43852,-0.65253,1.86203,1.92173,5,3,0,3,6,3,4,3,3,3,2,3,6,3,2,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1013",4,1,8,-1.1943,0.63779,2.44904,0.76096,1.30612,-1.37983,0.07987,1,6,1,6,6,4,6,1,1,5,1,0,6,1,6,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1014",1,1,7,-2.21844,2.57309,1.88511,0.13136,1.63088,0.19268,0.7654,6,0,0,0,6,6,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1015",2,1,6,0.31287,-2.5383,-0.84732,-1.6209,-2.57309,0.88113,0.07987,6,4,0,3,6,6,5,2,2,2,2,5,6,3,5,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1016",1,0,5,-0.34799,-1.23177,-0.97631,0.43852,1.13407,-0.71126,-2.07848,5,0,0,0,6,3,4,4,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1017",2,1,5,0.22393,1.58487,0.29338,-1.47955,-0.00665,-0.21712,0.7654,0,4,1,2,6,6,5,2,0,6,0,5,4,6,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"1018",3,0,6,0.91093,-1.37639,-1.42424,-0.45321,-0.78155,0.19268,-2.07848,3,6,0,0,6,5,5,3,0,0,5,0,4,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1019",1,1,8,0.13606,-0.94779,1.06238,-1.92595,0.7583,-0.21712,-0.52593,6,3,0,3,5,6,4,0,0,0,0,0,4,0,2,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"1020",1,0,6,2.127,-2.72827,-1.11902,-0.45321,-2.42317,-0.71126,-0.84637,5,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1021",1,1,5,1.37297,-0.15487,1.65653,-0.91699,-0.40581,-0.21712,0.07987,5,0,0,0,4,5,4,0,0,0,0,0,6,4,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1022",1,1,6,-0.67825,-0.30033,1.06238,-1.07533,-2.42317,1.29221,0.7654,6,4,0,0,6,5,4,0,0,0,0,0,4,0,5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1023",1,0,5,0.31287,-1.09207,0.44585,0.59042,-0.65253,0.88113,0.07987,4,6,0,5,6,3,5,0,0,3,0,0,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0
"1024",1,0,8,-1.1943,-0.94779,-0.71727,-0.30172,-0.40581,-0.21712,-0.52593,5,0,0,0,2,4,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1025",4,1,10,0.13606,0.32197,0.44585,-0.91699,-0.00665,0.19268,0.40148,2,0,2,2,6,2,6,0,0,2,2,0,0,2,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"1026",3,0,8,0.62967,0.32197,-0.45174,-0.01729,0.58489,1.29221,1.2247,5,2,2,2,6,3,4,1,1,3,1,1,0,1,0,1,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"1027",1,0,9,-0.34799,0.80523,0.58331,0.59042,1.30612,-0.21712,1.92173,5,3,0,0,5,6,6,0,0,3,0,0,2,4,4,4,4,5,0,0,0,0,0,0,1,0,0,0,0,0,1
"1028",1,0,8,0.52135,-0.94779,-0.84732,-1.07533,-0.40581,-0.21712,0.40148,5,2,2,3,6,2,6,2,0,2,0,2,0,2,0,2,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"1029",1,1,6,-0.67825,0.32197,0.58331,1.11406,-0.00665,0.19268,0.7654,3,4,0,0,6,6,6,0,0,0,0,0,4,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1030",2,1,6,0.22393,-1.37639,-0.17779,-1.07533,-1.38502,1.29221,0.40148,3,2,1,3,3,2,4,2,1,2,2,0,2,1,1,1,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"1031",1,1,6,0.22393,-0.69509,0.14143,-0.60633,-0.27607,0.19268,0.40148,6,3,0,0,6,6,6,3,0,0,0,0,2,3,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1032",1,0,6,1.23461,-0.57545,0.44585,-0.60633,-1.0145,0.52975,1.92173,6,3,0,2,6,6,5,3,0,4,0,0,4,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"1033",1,1,7,0.52135,0.47617,1.88511,-0.01729,-0.52745,0.52975,0.7654,6,3,3,0,6,3,4,3,0,4,0,4,3,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1034",1,0,6,0.52135,0.80523,0.88309,-0.15487,-0.27607,1.29221,1.2247,6,0,3,2,6,6,4,3,0,4,3,3,3,4,2,4,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"1035",2,1,6,-2.05048,0.47617,0.58331,0.59042,0.7583,-1.37983,-0.84637,4,4,0,4,6,4,5,0,0,0,0,0,0,0,4,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"1036",3,0,9,1.23461,-1.50796,-0.01928,2.75696,-0.78155,-0.21712,-2.07848,6,0,0,0,6,6,6,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1037",1,0,6,0.22393,-0.80615,0.7233,2.23427,1.13407,0.52975,1.2247,5,0,0,3,6,3,4,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1
"1038",1,1,6,0.73545,-0.15487,0.58331,-0.76096,0.41594,-0.71126,0.07987,6,3,0,6,6,6,6,4,0,3,0,0,6,0,5,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,1
"1039",3,0,9,0.62967,-0.15487,-1.97495,-0.15487,-1.0145,0.88113,0.40148,6,1,0,2,6,1,3,1,0,1,0,0,0,1,0,1,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"1040",3,1,8,0.22393,-2.11437,-2.09015,-1.34289,-1.38502,1.86203,0.7654,6,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1041",2,1,6,1.02119,-0.57545,0.14143,0.94156,-0.52745,0.88113,-0.21575,5,3,2,2,6,5,5,3,4,2,0,5,3,5,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1042",2,0,9,0.91093,-0.43999,-1.42424,0.76096,-0.65253,-1.37983,-0.52593,6,0,0,0,6,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1043",1,1,6,0.73545,1.2861,1.43533,0.94156,-0.89891,1.29221,1.2247,6,3,0,0,6,5,6,3,0,0,0,3,3,0,3,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1044",2,0,9,1.37297,1.2861,1.88511,-2.5383,-1.25773,1.29221,1.2247,5,0,0,5,6,3,4,5,0,1,3,1,4,1,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"1045",1,1,6,1.23461,-1.23177,0.44585,-0.01729,0.25953,-1.37983,-1.54858,5,3,0,4,5,3,5,2,0,2,0,2,2,2,3,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"1046",1,1,9,-1.43907,2.57309,0.44585,-0.76096,0.58489,0.88113,1.92173,6,0,0,3,6,6,4,5,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1047",1,1,7,-1.1943,0.63779,-0.01928,0.28783,-0.52745,-0.21712,-0.52593,5,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1048",1,0,6,1.02119,0.47617,1.43533,1.61108,-0.65253,0.88113,0.7654,5,3,0,3,6,5,4,3,0,5,0,3,2,3,0,3,5,3,0,0,0,0,0,0,1,0,0,0,0,0,1
"1049",2,1,10,-1.55078,-0.15487,0.7233,-1.92595,0.25953,0.19268,1.2247,5,2,2,3,6,5,3,4,0,5,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"1050",1,1,6,-0.67825,-0.43999,-0.97631,-0.30172,-0.27607,-0.21712,-0.21575,5,0,0,3,6,6,4,0,0,3,0,0,3,3,0,4,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"1051",1,1,5,1.23461,-0.57545,-1.55521,-1.92595,-2.04506,1.29221,1.92173,6,5,0,4,5,5,5,6,0,4,5,0,4,3,5,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1052",1,0,6,0.41667,-0.57545,0.44585,-0.30172,-0.40581,-0.21712,-0.21575,5,0,0,2,4,6,4,2,0,2,0,0,2,2,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1053",2,1,1,-0.79151,1.2861,1.65653,-0.60633,0.58489,0.19268,0.40148,6,2,2,4,5,4,5,2,0,4,0,4,3,6,0,3,6,6,0,0,0,0,0,1,0,0,0,0,0,0,1
"1054",2,0,6,0.22393,-0.15487,0.7233,0.59042,1.46191,-1.37983,-1.18084,4,2,2,3,5,5,4,2,2,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"1055",3,0,5,0.31287,-1.23177,-1.11902,-1.772,-1.38502,0.19268,0.40148,4,5,0,3,5,4,5,2,0,0,0,0,6,1,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"1056",1,1,8,0.73545,-1.09207,-1.27553,-0.45321,-0.40581,0.52975,0.40148,5,4,0,4,6,6,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1057",1,1,6,-0.58016,-0.15487,0.7233,0.94156,-0.27607,-0.71126,0.40148,5,0,0,0,6,5,5,0,0,3,0,0,5,5,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1058",4,0,9,-0.58016,0.00332,1.65653,0.59042,0.93949,-1.37983,-0.52593,5,1,1,0,2,1,6,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
