"Index","ID","Age","Gender","Education","Country","Ethnicity","Nscore","Escore","Oscore","Ascore","Cscore","Impulsive","SS","Alcohol","Amphet","Amyl","Benzos","Caff","Cannabis","Choc","Coke","Crack","Ecstasy","Heroin","Ketamine","Legalh","LSD","Meth","Mushrooms","Nicotine","Semer","VSA"
870,873,"18-24","Male","Masters degree","USA","White",0.22393,1.58487,0.14143,-1.6209,-1.0145,0.52975,0.40148,"Used in Last Week","Used in Last Month","Never Used","Used in Last Week","Used in Last Day","Used in Last Week","Used in Last Day","Used in Last Month","Never Used","Used in Last Month","Never Used","Never Used","Used in Last Week","Never Used","Used in Last Day","Never Used","Used in Last Day","Never Used","Used in Last Month"
871,874,"25-34","Female","Masters degree","USA","White",-0.67825,-0.43999,-0.01928,0.59042,-0.27607,-0.71126,-0.84637,"Used in Last Week","Never Used","Never Used","Used in Last Decade","Used in Last Day","Used in Last Week","Used in Last Week","Used in Last Decade","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Used in Last Decade","Used in Last Decade","Never Used","Never Used"
872,875,"18-24","Female","Some college or university, no certificate or degree","UK","White",1.49158,-1.7625,0.14143,-0.76096,-2.42317,-0.71126,-2.07848,"Used in Last Month","Never Used","Never Used","Used in Last Decade","Used in Last Day","Used in Last Decade","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
873,876,"25-34","Female","Masters degree","USA","White",0.22393,-1.09207,-0.58331,0.28783,-1.0145,0.52975,-0.21575,"Used in Last Week","Used in Last Day","Used in Last Decade","Used in Last Week","Used in Last Day","Used in Last Year","Used in Last Month","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Month","Used in Last Year","Used in Last Day","Never Used","Never Used"
874,877,"18-24","Female","Some college or university, no certificate or degree","USA",NA,0.73545,0.32197,1.43533,-0.01729,-0.78155,1.86203,1.92173,"Used in Last Week","Used in Last Day","Never Used","Used in Last Month","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Year","Never Used","Used in Last Week","Never Used","Never Used","Used in Last Month","Used in Last Week","Never Used","Used in Last Month","Used in Last Day","Never Used","Used in Last Year"
875,878,"35-44","Male","Professional certificate/diploma","USA",NA,1.23461,-2.11437,0.7233,-1.92595,-0.40581,2.90161,0.7654,"Used in Last Year","Used in Last Week","Used over a Decade Ago","Used in Last Decade","Used in Last Week","Used in Last Month","Used in Last Week","Used in Last Decade","Used in Last Decade","Never Used","Used in Last Month","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Day","Used over a Decade Ago","Used over a Decade Ago","Never Used","Never Used"
876,879,"25-34","Male","Some college or university, no certificate or degree","Australia","White",-0.92104,0.47617,0.7233,0.43852,-2.18109,1.86203,1.92173,"Used in Last Week","Used in Last Year","Never Used","Never Used","Used in Last Week","Used in Last Month","Used in Last Day","Never Used","Never Used","Used in Last Month","Never Used","Used in Last Decade","Used in Last Day","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
877,880,"18-24","Female","University degree","USA","White",-0.58016,1.45421,0.88309,-0.01729,0.12331,0.88113,0.40148,"Used in Last Week","Used in Last Year","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Week","Used in Last Year","Never Used","Used in Last Month","Never Used","Never Used","Never Used","Used in Last Year","Never Used","Used in Last Week","Used in Last Week","Never Used","Never Used"
878,881,"25-34","Male","Masters degree","USA","White",1.23461,0.00332,-0.31776,-0.15487,-0.14277,1.29221,0.7654,"Used in Last Day","Used in Last Day","Used in Last Decade","Used in Last Day","Used in Last Day","Used in Last Year","Used in Last Year","Used in Last Decade","Never Used","Used in Last Decade","Never Used","Never Used","Used in Last Decade","Never Used","Used in Last Year","Used in Last Year","Used in Last Year","Never Used","Never Used"
879,882,"18-24","Female","Left school before 16 years","USA","White",0.62967,-0.15487,0.88309,-0.45321,-1.38502,0.19268,1.92173,"Used in Last Week","Used in Last Month","Never Used","Used in Last Month","Used in Last Week","Used in Last Day","Used in Last Week","Used in Last Week","Never Used","Used in Last Week","Used in Last Month","Used in Last Month","Used in Last Month","Used in Last Month","Used in Last Month","Used in Last Month","Used in Last Week","Never Used","Used in Last Year"
880,883,"35-44","Male","Some college or university, no certificate or degree","USA","White",1.60383,-1.09207,0.29338,-0.60633,-0.78155,1.86203,0.40148,"Used in Last Month","Used in Last Day","Used over a Decade Ago","Used in Last Decade","Used in Last Day","Used in Last Month","Used in Last Day","Used over a Decade Ago","Used in Last Week","Used over a Decade Ago","Used in Last Year","Never Used","Never Used","Used over a Decade Ago","Used in Last Day","Used over a Decade Ago","Used over a Decade Ago","Never Used","Used over a Decade Ago"
881,884,"25-34","Female","Some college or university, no certificate or degree","USA","White",-1.1943,1.45421,1.24033,-0.91699,-0.14277,0.52975,1.2247,"Used in Last Decade","Used in Last Decade","Never Used","Used in Last Decade","Used in Last Day","Used in Last Decade","Used in Last Week","Used in Last Decade","Used in Last Decade","Never Used","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Year","Used in Last Decade","Used in Last Decade","Never Used","Used in Last Decade"
882,885,"18-24","Male","Some college or university, no certificate or degree","USA","White",0.04257,1.2861,0.7233,0.28783,-0.65253,0.19268,0.7654,"Used in Last Day","Used in Last Year","Never Used","Used in Last Month","Used in Last Day","Used in Last Day","Used in Last Month","Used in Last Year","Never Used","Used in Last Year","Used in Last Decade","Never Used","Used in Last Year","Used in Last Year","Used in Last Year","Used in Last Decade","Used in Last Day","Never Used","Never Used"
883,886,"18-24","Male","Some college or university, no certificate or degree","USA",NA,1.49158,0.00332,0.29338,0.76096,-0.14277,-0.21712,0.7654,"Used in Last Week","Used in Last Day","Used in Last Month","Used in Last Day","Used in Last Day","Used in Last Week","Used in Last Month","Never Used","Never Used","Used in Last Year","Never Used","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Used in Last Month"
884,887,"25-34","Male","Some college or university, no certificate or degree","Other","White",1.02119,-2.72827,0.14143,-0.01729,-0.14277,0.19268,0.07987,"Used in Last Month","Used in Last Decade","Never Used","Used in Last Week","Used in Last Day","Used in Last Week","Used in Last Week","Never Used","Never Used","Used in Last Decade","Never Used","Never Used","Used in Last Week","Used in Last Decade","Never Used","Used in Last Month","Used in Last Day","Never Used","Never Used"
885,888,"18-24","Male","University degree","UK","White",0.41667,-0.43999,0.14143,-0.30172,-0.00665,0.88113,0.40148,"Used in Last Month","Never Used","Used in Last Year","Never Used","Used in Last Day","Used in Last Week","Used in Last Week","Never Used","Never Used","Used in Last Week","Never Used","Never Used","Used in Last Decade","Never Used","Never Used","Used in Last Year","Used in Last Month","Never Used","Never Used"
886,889,"18-24","Male","University degree","UK","White",-0.46725,2.57309,0.7233,1.45039,0.12331,0.19268,1.2247,"Used in Last Day","Used in Last Year","Used in Last Decade","Used in Last Month","Used in Last Day","Used in Last Week","Used in Last Week","Used in Last Month","Never Used","Used in Last Month","Never Used","Used in Last Week","Used in Last Month","Used in Last Month","Never Used","Used in Last Month","Never Used","Never Used","Never Used"
887,890,"18-24","Female","Some college or university, no certificate or degree","USA","White",-1.05308,1.45421,1.65653,1.81866,-0.78155,0.19268,-0.52593,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Week","Used in Last Day","Used in Last Month","Used in Last Decade","Never Used","Used in Last Month","Never Used","Never Used","Used in Last Decade","Used in Last Year","Never Used","Used in Last Year","Used in Last Decade","Never Used","Never Used"
888,891,"18-24","Female","Some college or university, no certificate or degree","USA","White",0.41667,0.80523,1.24033,1.11406,0.58489,-0.71126,0.07987,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Month","Used in Last Month","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Used in Last Year","Never Used","Never Used","Never Used"
889,892,"18-24","Male","Some college or university, no certificate or degree","USA",NA,0.13606,0.96248,1.06238,0.59042,0.58489,-0.71126,0.7654,"Used in Last Month","Used in Last Year","Used in Last Year","Used in Last Year","Used in Last Day","Used in Last Month","Used in Last Week","Used in Last Month","Never Used","Used in Last Month","Never Used","Never Used","Used in Last Year","Used in Last Month","Never Used","Used in Last Year","Used in Last Month","Never Used","Used in Last Year"
890,893,"25-34","Male","Some college or university, no certificate or degree","Republic of Ireland","White",-1.55078,2.127,0.88309,-0.01729,0.93949,-0.21712,0.40148,"Used in Last Week","Used in Last Day","Used in Last Decade","Used in Last Day","Used in Last Day","Used in Last Week","Used in Last Week","Used in Last Month","Used in Last Decade","Used in Last Month","Used in Last Year","Used in Last Week","Never Used","Used in Last Year","Used in Last Year","Used in Last Month","Used in Last Day","Never Used","Used over a Decade Ago"
891,894,"25-34","Male","Some college or university, no certificate or degree","Other","White",0.13606,-0.43999,-1.82919,-2.35413,-0.14277,0.52975,0.7654,"Used in Last Year","Used in Last Year","Never Used","Never Used","Used in Last Month","Used in Last Decade","Used in Last Week","Used in Last Year","Never Used","Used in Last Year","Never Used","Never Used","Used in Last Year","Used in Last Year","Never Used","Never Used","Used in Last Year","Never Used","Never Used"
892,895,"25-34","Male","Some college or university, no certificate or degree","USA","White",1.02119,-1.50796,0.29338,-3.00537,-1.5184,1.29221,1.92173,"Used in Last Month","Used in Last Month","Used in Last Decade","Used in Last Month","Used in Last Day","Used in Last Month","Used in Last Month","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Month","Used in Last Month","Used in Last Year","Used in Last Month","Used in Last Decade","Never Used","Used in Last Week"
893,896,"25-34","Female","Left school at 17 years","UK","White",3.27393,-2.11437,-0.84732,-1.07533,-2.30408,0.52975,-1.18084,"Used in Last Day","Used in Last Year","Used in Last Decade","Used in Last Decade","Used in Last Day","Used in Last Year","Used in Last Month","Used in Last Decade","Never Used","Used in Last Decade","Used over a Decade Ago","Never Used","Used in Last Day","Never Used","Never Used","Used in Last Decade","Used in Last Decade","Never Used","Used in Last Year"
894,897,"18-24","Male","Some college or university, no certificate or degree","Other","White",-1.43907,-1.7625,-0.01928,-2.35413,-0.27607,0.52975,0.7654,"Used in Last Week","Used in Last Year","Never Used","Used in Last Year","Used in Last Year","Used in Last Year","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Used in Last Year","Never Used","Used in Last Year","Used in Last Week","Never Used","Used in Last Decade"
895,898,"18-24","Female","Professional certificate/diploma","UK","White",-1.86962,-0.30033,0.14143,0.13136,-0.65253,-0.71126,0.07987,"Used in Last Month","Used in Last Decade","Used in Last Year","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Year","Never Used","Used in Last Year","Never Used","Used in Last Decade","Used in Last Year","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
896,899,"25-34","Male","Masters degree","USA","White",-0.79151,1.11406,-0.17779,0.13136,0.41594,-0.21712,0.07987,"Used in Last Week","Used in Last Month","Used in Last Year","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Year","Used in Last Decade","Used in Last Month","Never Used","Used in Last Year","Used in Last Month","Used in Last Week","Never Used","Used in Last Year","Used in Last Day","Never Used","Used in Last Decade"
897,900,"25-34","Male","University degree","USA","White",1.8399,-0.30033,-0.45174,-0.45321,-1.0145,1.86203,1.92173,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
898,901,"18-24","Female","Some college or university, no certificate or degree","USA","White",1.8399,-0.94779,-0.97631,-0.91699,-1.0145,2.90161,1.92173,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Month","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Month","Never Used","Used in Last Year"
899,902,"18-24","Male","University degree","Canada","White",-2.52197,1.74091,-1.55521,-3.46436,-0.14277,0.52975,1.2247,"Used in Last Week","Used in Last Day","Used in Last Month","Used in Last Day","Used in Last Day","Used in Last Month","Used in Last Week","Used in Last Week","Used in Last Week","Used in Last Month","Used in Last Month","Used in Last Week","Used in Last Week","Used in Last Decade","Used in Last Week","Used in Last Year","Used in Last Day","Never Used","Never Used"
900,903,"18-24","Male","Some college or university, no certificate or degree","UK","Black",0.04257,-0.94779,0.44585,-0.60633,-0.89891,0.52975,1.2247,"Used in Last Week","Never Used","Never Used","Used in Last Decade","Used in Last Day","Used in Last Week","Used in Last Day","Never Used","Never Used","Used in Last Month","Never Used","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
901,904,"25-34","Female","Masters degree","USA","White",0.22393,-0.69509,0.29338,-0.60633,-1.13788,0.52975,0.40148,"Used in Last Day","Used in Last Decade","Never Used","Used in Last Decade","Used in Last Week","Used in Last Month","Used in Last Week","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Day","Used in Last Decade","Never Used","Used in Last Decade","Used in Last Year","Used in Last Decade","Used in Last Day","Never Used","Used in Last Decade"
902,905,"18-24","Male","Left school at 18 years","USA","White",-0.05188,0.96248,-0.01928,0.43852,-0.65253,0.88113,1.2247,"Used in Last Month","Used in Last Day","Used in Last Month","Used in Last Month","Used in Last Day","Used in Last Day","Used in Last Week","Used in Last Year","Never Used","Used in Last Year","Used in Last Year","Never Used","Used in Last Month","Used in Last Year","Used in Last Day","Used in Last Month","Used in Last Day","Never Used","Never Used"
903,906,"35-44","Female","University degree","USA","White",1.02119,-0.30033,1.06238,-1.07533,0.41594,-1.37983,-0.84637,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Decade","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Year","Never Used","Used over a Decade Ago","Never Used","Never Used"
904,907,"18-24","Male","Some college or university, no certificate or degree","USA","White",1.37297,-0.15487,-0.17779,-2.35413,-1.13788,0.88113,0.40148,"Used in Last Decade","Used in Last Year","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Week","Never Used","Used in Last Month","Used in Last Day","Never Used","Used in Last Year","Used in Last Month","Used in Last Week","Used in Last Year","Used in Last Decade","Never Used","Never Used"
905,908,"25-34","Male","Professional certificate/diploma","Other","White",0.41667,0.32197,0.14143,-0.01729,2.04506,-0.71126,-0.52593,"Used in Last Week","Used in Last Decade","Used in Last Decade","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Decade","Never Used","Used in Last Year","Never Used","Never Used","Never Used","Used in Last Year","Never Used","Used in Last Decade","Used in Last Year","Never Used","Used over a Decade Ago"
906,909,"35-44","Male","University degree","Australia","White",-1.32828,0.32197,-0.71727,-1.34289,0.41594,0.52975,1.2247,"Used in Last Month","Used in Last Week","Used in Last Decade","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Week","Used in Last Year","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Used in Last Year","Never Used","Never Used","Never Used","Never Used","Never Used"
907,910,"18-24","Male","Some college or university, no certificate or degree","USA",NA,-0.24649,0.00332,-0.31776,0.76096,-0.78155,-1.37983,1.92173,"Used in Last Week","Used in Last Month","Never Used","Used in Last Month","Used in Last Day","Used in Last Day","Used in Last Month","Used in Last Year","Never Used","Used in Last Year","Never Used","Never Used","Used in Last Year","Used in Last Year","Used in Last Year","Used in Last Month","Used in Last Day","Never Used","Never Used"
908,911,"18-24","Male","University degree","USA","White",0.13606,0.63779,-0.01928,-1.34289,-0.00665,0.88113,0.7654,"Used in Last Week","Used in Last Week","Used in Last Year","Used in Last Day","Used in Last Month","Used in Last Week","Used in Last Week","Used in Last Year","Never Used","Never Used","Used in Last Year","Never Used","Never Used","Used in Last Year","Used in Last Day","Used in Last Decade","Never Used","Never Used","Never Used"
909,912,"25-34","Female","Some college or university, no certificate or degree","USA",NA,1.37297,0.47617,1.06238,-0.91699,-1.78169,1.86203,1.2247,"Used in Last Day","Never Used","Never Used","Used in Last Day","Used in Last Year","Used in Last Day","Used in Last Week","Used in Last Year","Never Used","Used in Last Week","Never Used","Never Used","Used in Last Year","Used in Last Year","Used in Last Month","Used in Last Decade","Used in Last Year","Never Used","Never Used"
910,913,"18-24","Female","Some college or university, no certificate or degree","USA","White",2.127,-2.72827,-1.97495,-0.01729,-1.38502,0.52975,-0.84637,"Used in Last Month","Used in Last Month","Never Used","Used in Last Month","Used in Last Week","Used in Last Month","Used in Last Week","Used in Last Month","Never Used","Used in Last Year","Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Decade","Used in Last Day","Never Used","Never Used"
911,914,"18-24","Male","Some college or university, no certificate or degree","USA","White",0.73545,-1.37639,-0.71727,-1.34289,-0.78155,-0.21712,0.7654,"Used in Last Month","Never Used","Never Used","Used in Last Decade","Used in Last Day","Used in Last Week","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Used in Last Month","Never Used","Never Used"
912,915,"35-44","Male","University degree","USA","White",0.31287,-1.50796,-1.68062,-1.6209,0.7583,-0.71126,0.40148,"Used in Last Year","Never Used","Never Used","Used in Last Day","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used"
913,916,"18-24","Female","Some college or university, no certificate or degree","USA","White",-1.1943,2.32338,1.24033,0.94156,0.93949,0.19268,0.7654,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Year","Never Used","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Used in Last Month","Never Used","Never Used","Used in Last Week","Never Used","Never Used"
914,917,"25-34","Female","Left school at 17 years","USA","White",2.28554,-2.5383,-0.58331,-2.21844,-3.15735,1.86203,1.2247,"Used in Last Week","Used in Last Month","Never Used","Used in Last Week","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Year","Used over a Decade Ago","Used over a Decade Ago","Never Used","Never Used","Used in Last Decade","Never Used","Used in Last Week","Used over a Decade Ago","Used in Last Day","Never Used","Never Used"
915,918,"18-24","Male","Left school at 18 years","USA","Mixed-White/Black",0.22393,0.00332,-0.01928,-0.45321,0.93949,-0.71126,-0.21575,"Used in Last Day","Used in Last Day","Never Used","Used in Last Month","Used in Last Week","Used in Last Month","Used in Last Week","Never Used","Never Used","Used in Last Decade","Used in Last Year","Never Used","Used in Last Day","Used in Last Decade","Used in Last Day","Used in Last Decade","Used in Last Month","Never Used","Never Used"
916,919,"25-34","Male",NA,"USA","White",0.41667,-0.15487,-0.17779,-0.15487,-0.52745,0.19268,0.7654,"Used in Last Month","Used in Last Year","Never Used","Used in Last Year","Used in Last Year","Used in Last Year","Used in Last Day","Used in Last Decade","Used in Last Year","Used in Last Decade","Used in Last Month","Used in Last Decade","Used in Last Year","Never Used","Used in Last Year","Never Used","Used in Last Decade","Never Used","Never Used"
917,920,"18-24","Female","Some college or university, no certificate or degree","USA","White",1.72012,-1.6334,-0.17779,1.61108,0.41594,0.52975,1.2247,"Used in Last Year","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Month","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Used in Last Year","Never Used","Never Used"
918,921,"18-24","Male","Left school at 18 years","Canada","White",0.22393,1.45421,2.15324,-0.30172,-1.0145,1.86203,1.92173,"Used in Last Day","Used in Last Month","Used in Last Decade","Used in Last Year","Used in Last Day","Used in Last Day","Used in Last Month","Used in Last Week","Never Used","Used in Last Week","Used in Last Week","Used in Last Month","Used in Last Year","Used in Last Week","Used in Last Year","Used in Last Week","Used in Last Day","Never Used","Never Used"
919,922,"35-44","Male","Masters degree","UK","White",-0.24649,-0.30033,-0.71727,-0.76096,0.12331,1.29221,0.07987,"Used in Last Week","Never Used","Never Used","Used in Last Week","Used in Last Day","Used in Last Decade","Used in Last Day","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Used in Last Year","Never Used","Used in Last Year","Used in Last Decade","Used in Last Day","Never Used","Never Used"
920,923,"18-24","Male","Some college or university, no certificate or degree","Other","White",-1.1943,0.47617,1.06238,-1.34289,0.41594,-0.21712,1.2247,"Used in Last Day","Used in Last Month","Never Used","Used in Last Decade","Used in Last Month","Used in Last Day","Used in Last Day","Used in Last Year","Never Used","Used in Last Month","Never Used","Used in Last Year","Used in Last Month","Used in Last Month","Used in Last Year","Used in Last Month","Used in Last Day","Never Used","Used in Last Year"
921,924,"18-24","Male","Left school before 16 years","Australia","White",0.13606,-0.30033,-0.01928,0.43852,-1.13788,-0.21712,0.40148,"Used in Last Year","Used in Last Month","Never Used","Used in Last Decade","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Decade","Used in Last Decade","Used in Last Decade","Never Used","Never Used","Used in Last Month","Used in Last Week","Used in Last Day","Used in Last Year","Used in Last Day","Never Used","Used in Last Decade"
922,925,"18-24","Male","Some college or university, no certificate or degree","USA","White",-1.1943,-1.37639,-0.71727,-1.21213,-1.13788,0.19268,-0.21575,"Used in Last Year","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Month","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Never Used","Never Used"
923,926,"25-34","Male","Left school at 18 years","USA","White",1.23461,-1.23177,-2.39883,-1.07533,-0.78155,1.29221,-0.21575,"Used in Last Year","Never Used","Never Used","Used in Last Year","Used in Last Day","Used in Last Year","Used in Last Week","Used in Last Decade","Used in Last Year","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Month","Never Used","Used in Last Day","Used in Last Decade","Used in Last Day","Never Used","Used in Last Year"
924,927,"18-24","Male",NA,"USA","White",1.02119,-1.50796,0.29338,0.13136,-0.89891,0.52975,0.07987,"Used in Last Year","Used in Last Year","Never Used","Used in Last Year","Used in Last Day","Used in Last Day","Used in Last Week","Used in Last Year","Used in Last Decade","Used in Last Decade","Used in Last Year","Used in Last Year","Used in Last Week","Used in Last Year","Used in Last Day","Never Used","Used in Last Day","Never Used","Used in Last Decade"
925,928,"18-24","Male","Professional certificate/diploma","USA","White",-0.79151,1.2861,0.58331,1.11406,-0.65253,-0.21712,0.7654,"Used in Last Week","Used in Last Decade","Never Used","Never Used","Used in Last Week","Used in Last Day","Used in Last Month","Never Used","Never Used","Used in Last Year","Never Used","Never Used","Used in Last Year","Used in Last Month","Never Used","Used in Last Week","Used in Last Week","Never Used","Used in Last Decade"
926,929,"25-34","Male","Some college or university, no certificate or degree","USA","White",0.22393,-1.23177,0.88309,-0.76096,-0.27607,-0.21712,0.7654,"Used in Last Week","Never Used","Never Used","Used in Last Year","Used in Last Week","Used in Last Week","Used in Last Day","Used over a Decade Ago","Never Used","Used in Last Decade","Never Used","Never Used","Used in Last Year","Used in Last Decade","Used in Last Year","Used in Last Month","Used in Last Decade","Never Used","Used in Last Decade"
927,930,"25-34","Male","Some college or university, no certificate or degree","USA","White",-0.58016,1.45421,1.65653,1.61108,0.58489,0.19268,1.2247,"Used in Last Month","Used over a Decade Ago","Never Used","Used in Last Year","Used in Last Day","Used in Last Day","Used in Last Week","Never Used","Never Used","Used in Last Year","Never Used","Never Used","Used in Last Year","Never Used","Never Used","Used in Last Year","Used in Last Day","Never Used","Never Used"
928,931,"18-24","Female","Some college or university, no certificate or degree","UK",NA,-0.24649,0.96248,0.7233,0.28783,-0.27607,0.52975,0.07987,"Used in Last Month","Used in Last Week","Used in Last Month","Used in Last Year","Used in Last Day","Used in Last Day","Used in Last Week","Used in Last Month","Never Used","Used in Last Month","Never Used","Used in Last Year","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Decade"
929,932,"35-44","Male",NA,"UK","White",-0.67825,-0.69509,-0.58331,0.13136,-0.65253,-1.37983,-0.84637,"Used in Last Year","Used in Last Decade","Used in Last Year","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Decade","Never Used","Used in Last Year","Never Used","Used in Last Decade","Never Used","Used over a Decade Ago","Never Used","Never Used","Used in Last Year","Never Used","Never Used"
930,933,"25-34","Female","University degree","Australia","White",0.73545,-0.69509,1.24033,0.94156,0.41594,0.52975,0.7654,"Used in Last Month","Used in Last Decade","Never Used","Used over a Decade Ago","Used in Last Day","Used in Last Decade","Used in Last Week","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used over a Decade Ago","Used in Last Month","Used in Last Decade","Used in Last Decade","Never Used","Used in Last Decade","Used in Last Day","Never Used","Never Used"
931,934,"18-24","Female","Left school at 17 years","USA","White",1.13281,-1.92173,-0.01928,1.11406,-0.78155,-0.21712,1.92173,"Used in Last Year","Used in Last Decade","Never Used","Used in Last Day","Used in Last Day","Used in Last Year","Used in Last Day","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Month","Never Used","Used in Last Day","Used in Last Decade","Used in Last Day","Used in Last Decade","Used in Last Day","Never Used","Used in Last Decade"
932,935,"18-24","Female","University degree","UK","White",-0.24649,0.00332,1.06238,0.59042,2.04506,-0.71126,-0.52593,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Year","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
933,936,"18-24","Female","Some college or university, no certificate or degree","USA","White",-1.32828,1.11406,1.24033,0.28783,-0.78155,1.86203,1.92173,"Used in Last Week","Used in Last Year","Used in Last Year","Used in Last Month","Used in Last Week","Used in Last Day","Used in Last Month","Used in Last Week","Used in Last Year","Used in Last Year","Used in Last Month","Used in Last Year","Used in Last Year","Used in Last Year","Used in Last Decade","Used in Last Month","Used in Last Day","Never Used","Used in Last Decade"
934,937,"18-24","Female","Some college or university, no certificate or degree","USA","White",2.28554,-0.69509,0.29338,0.13136,-0.78155,0.52975,0.7654,"Used in Last Month","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Week","Used in Last Day","Used in Last Decade","Never Used","Used in Last Week","Never Used","Never Used","Used in Last Year","Used in Last Month","Used in Last Decade","Used in Last Month","Used in Last Week","Never Used","Never Used"
935,938,"18-24","Male","Professional certificate/diploma","UK","White",0.41667,1.2861,1.06238,-0.01729,-0.40581,0.52975,0.07987,"Used in Last Year","Used in Last Week","Used in Last Decade","Used in Last Week","Used in Last Week","Used in Last Week","Used in Last Day","Used in Last Year","Never Used","Used in Last Week","Never Used","Used in Last Year","Used in Last Week","Used in Last Week","Used in Last Decade","Used in Last Month","Used in Last Week","Never Used","Never Used"
936,939,"18-24","Male","Some college or university, no certificate or degree","Other","White",-0.05188,0.32197,0.58331,0.59042,-0.89891,0.88113,1.2247,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Week","Used in Last Day","Used in Last Month","Used in Last Month","Never Used","Used in Last Month","Never Used","Used in Last Year","Used in Last Year","Used in Last Year","Never Used","Used in Last Year","Used in Last Day","Never Used","Never Used"
937,940,"18-24","Female","University degree","UK","White",0.31287,0.32197,-0.01928,-0.60633,0.7583,-0.71126,0.40148,"Used in Last Week","Never Used","Used in Last Decade","Never Used","Used in Last Week","Used in Last Day","Used in Last Day","Used in Last Year","Never Used","Used in Last Year","Never Used","Used in Last Year","Used in Last Year","Used in Last Year","Never Used","Never Used","Used in Last Week","Never Used","Never Used"
